번호	설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치연월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	WGS84위도	WGS84경도	데이터기준일자
120	버스정류장 (07-026)	쇳골마을.궁내동톨게이트	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 금곡동	스마트도시과	031-729-8522	37.3635	127.101433	2022-10-30
121	버스정류장 (07-030)	보바스병원	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 분당구 금곡동	스마트도시과	031-729-8522	37.357117	127.101533	2022-10-30
122	버스정류장 (07-031)	궁내동.궁안마을	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 분당구 금곡동	스마트도시과	031-729-8522	37.370117	127.101517	2022-10-30
123	버스정류장 (07-034)	H스퀘어.삼환하이펙스	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2021-10		경기도 성남시 분당구 삼평동	스마트도시과	031-729-8522	37.401783	127.10985	2022-10-30
124	버스정류장 (07-043)	미금역.2001아울렛	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 분당구 구미1동	스마트도시과	031-729-8522	37.349933	127.106833	2022-10-30
125	버스정류장 (07-045)	미금역.2001아울렛	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 금곡동	스마트도시과	031-729-8522	37.350183	127.106817	2022-10-30
126	버스정류장 (07-049)	정자역	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 분당구 정자1동	스마트도시과	031-729-8522	37.365767	127.1079	2022-10-30
127	버스정류장 (07-050)	정자청소년수련관.분당클리닉	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 분당구 정자1동	스마트도시과	031-729-8522	37.370467	127.107783	2022-10-30
128	태평4동 주민센터	태평4동주민센터 민원실	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 수정구 남문로 112		수정구 행정지원과	031-729-5072	37.447929	127.141429	2022-10-30
129	희망대공원	"정상 팔각정, 농구장 등"	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 수정구 공원로 370번길 30		스마트도시과	031-729-8523	37.447827	127.150357	2022-10-30
130	금광2동 제1복지회관	"지하1층 강당, 1층 로비, 2층 로비, 3층 로비"	경기도	성남시	서민·복지시설	LGU+	Public WiFi Free	2014-12	경기도 성남시 중원구 광명로 396		LGU+	031-1544-8585	37.447753	127.170596	2022-10-30
131	중원어린이도서관	"중원어린이도서관(1층 로비, 2층 문헌실, 3층 노트북실)"	경기도	성남시	지역문화시설	성남시청	G_PublicWiFi@SeongNam	2013-12	경기도 성남시 중원구 산성대로408번길 42		중앙도서관	031-729-8642	37.447519	127.163225	2022-10-30
132	태평2동 주민센터	태평2동주민센터 민원실	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 수정구 남문로 108		수정구 행정지원과	031-729-5072	37.447104	127.138647	2022-10-30
133	태평4동복지회관	"지하 출입구, 1층 EPS실, 2층 노인정, 3층 강당, 4층 옥상"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2015-12	경기도 성남시 수정구 공원로409번길 11		KT	031-1588-9010	37.446565	127.14305	2022-10-30
134	중원장애인자립생활센터	5층 사무실	경기도	성남시	서민·복지시설	LGU+	Public WiFi Free	2015-12	경기도 성남시 중원구 산성대로 386		LGU+	031-1544-8585	37.446356	127.158092	2022-10-30
135	금광2동 주민센터	금광2동 주민센터	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2015-12	경기도 성남시 중원구 광명로 345		중원구 행정지원과	031-729-6072	37.446213	127.164056	2022-10-30
136	사기막골공원	사기막골공원	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 중원구 상대원동 24-1	스마트도시과	031-729-8523	37.445849	127.183015	2022-10-30
137	금광1동제3복지회관	"지하1층 강당, 1층 로비, 2층 로비, 3층 로비"	경기도	성남시	서민·복지시설	LGU+	Public WiFi Free	2014-12	경기도 성남시 중원구 금빛로47번길 18		LGU+	031-1544-8585	37.445608	127.165703	2022-10-30
138	황송공원 교통교육장	황송공원 교통교육장	경기도	성남시	지역문화시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 중원구 상대원동 139-1	스마트도시과	031-729-8523	37.445514	127.176164	2022-10-30
139	태평3동 주민센터	태평3동주민센터 민원실	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 수정구 남문로 54		수정구 행정지원과	031-729-5072	37.445375	127.133106	2022-10-30
140	금광1동 주민센터	금광1동 주민센터	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2014-12	경기도 성남시 중원구 광명로 328		중원구 행정지원과	031-729-6072	37.445089	127.162379	2022-10-30
141	단대마트시장	"지하1층(20호, 25호, 88호, 낙원떡집), 1층(크린토피아, 금은방, 통나무 목기, 여자화장실), 2층(BYC, 이재원, 여자화장실, 빛나는 패션), 별관1층 전기실, 별관 관리사무소"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2015-12	경기도 성남시 중원구 광명로 289		KT	031-1588-9010	37.444752	127.157976	2022-10-30
142	황송공원	입구 게이트장부근	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 중원구 금빛로2번길 35		스마트도시과	031-729-8523	37.444638	127.172968	2022-10-30
143	수정구보건소	수정구보건소 복도 및 뚜띠(커피숍)	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 수정구 수정로 218		수정구보건소	031-729-3870	37.444467	127.143919	2022-10-30
144	신흥시장	"내부 마트 입구, 신흥신발가게"	경기도	성남시	서민·복지시설	LGU+	Public WiFi Free	2014-01	경기도 성남시 수정구 수정로214번길 6		LGU+	031-1544-8585	37.443907	127.14321	2022-10-30
145	한우리주간보호센터	"1층 로비, 2층 로비"	경기도	성남시	서민·복지시설	LGU+	Public WiFi Free	2014-12	경기도 성남시 중원구 순환로226번길 8		LGU+	031-1544-8585	37.443559	127.179958	2022-10-30
146	성남시보호작업장	"1층 프로그램실, 제1작업장"	경기도	성남시	서민·복지시설	LGU+	Public WiFi Free	2015-12	경기도 성남시 중원구 순환로226번길 10		LGU+	031-1544-8585	37.443559	127.180347	2022-10-30
147	신흥3동 주민센터	신흥3동주민센터 민원실	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 수정구 공원로349번길 8		수정구 행정지원과	031-729-5072	37.443481	127.148731	2022-10-30
148	장애인종합복지관	"1층 카페, 3층 교육실"	경기도	성남시	서민·복지시설	LGU+	Public WiFi Free	2014-01	경기도 성남시 중원구 사기막골로150번길 20		LGU+	031-1544-8585	37.443455	127.178842	2022-10-30
149	신흥1동 주민센터	신흥1동주민센터 민원실	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 수정구 수정로188번길 7		수정구 행정지원과	031-729-5072	37.443043	127.141114	2022-10-30
150	중앙동 주민센터	중앙동 주민센터	경기도	성남시	관공서	성남시청	G_PublicWiFi@SeongNam	2015-12	경기도 성남시 중원구 광명로264번길 1		중원구 행정지원과	031-729-6072	37.442854	127.156238	2022-10-30
151	태평3동복지회관	"지하1층 경로식당, 1층 로비, 2층 경로당, 3층 강당"	경기도	성남시	서민·복지시설	LGU+	Public WiFi Free	2014-12	경기도 성남시 수정구 탄리로81번길 7		LGU+	031-1544-8585	37.442843	127.134858	2022-10-30
152	태평동 물놀이장	물놀이장 인근	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2017-12		경기도 성남시 수정구 태평동 7003-13	스마트도시과	031-729-8523	37.442652	127.118434	2022-10-30
153	노인보건센터	"지하1층(식당, 강의실), 1층 안내데스크, 4층(로비, 구름다리 앞 휴게실)"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2014-01	경기도 성남시 중원구 금상로 137		KT	031-1588-9010	37.441976	127.170423	2022-10-30
154	중원구보건소	"1층 출입문, 2층 임산부실, 4층 교육실, 5층(계단, 대강당)"	경기도	성남시	관공서	KT	Public WiFi Free	2014-01	경기도 성남시 중원구 금상로 137		KT	031-1588-9010	37.441822	127.170758	2022-10-30
155	현대시장	제일로 근처	경기도	성남시	서민·복지시설	성남시청	G_PublicWiFi@SeongNam	2017-12	경기도 성남시 수정구 수정북로 18		스마트도시과	031-729-8523	37.44182	127.131268	2022-10-30
156	황송노인복지회관	"지하1층 식당, 1층 로비, 2층 로비, 3층 로비, 3층 강당"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2014-01	경기도 성남시 중원구 금상로 132		KT	031-1588-9010	37.4418	127.169232	2022-10-30
157	현대시장	"의상실가게, 수입품가게, 전가게, 시장입구, 보물창고가게"	경기도	성남시	서민·복지시설	KT	Public WiFi Free	2014-12	경기도 성남시 수정구 수정북로 18		KT	031-1588-9010	37.441644	127.131807	2022-10-30
158	금광동 물놀이장	금광동 물놀이장	경기도	성남시	편의시설	성남시청	G_PublicWiFi@SeongNam	2018-08		경기도 성남시 수정구 신흥동 2467	스마트도시과	031-729-8523	37.441545	127.162893	2022-10-30
159	버스정류장 (05-116)	민속마을	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 수정구 단대동	스마트도시과	031-729-8522	37.462783	127.157817	2022-10-30
160	버스정류장 (05-037)	모란고개	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 수진2동	스마트도시과	031-729-8522	37.437033	127.128533	2022-10-30
161	버스정류장 (05-038)	통계청.태평역	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 수진2동	스마트도시과	031-729-8522	37.440067	127.12935	2022-10-30
162	버스정류장 (05-118)	논골	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 수정구 단대동	스마트도시과	031-729-8522	37.458733	127.158417	2022-10-30
163	버스정류장 (05-039)	통계청.태평역	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 태평1동	스마트도시과	031-729-8522	37.440467	127.129767	2022-10-30
164	버스정류장 (05-040)	한국전력	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 수정구 태평1동	스마트도시과	031-729-8522	37.443933	127.13025	2022-10-30
165	버스정류장 (05-120)	금광시장	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 수정구 단대동	스마트도시과	031-729-8522	37.449833	127.1588	2022-10-30
166	버스정류장 (05-041)	중앙시장	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 수정구 태평3동	스마트도시과	031-729-8522	37.441633	127.1316	2022-10-30
167	버스정류장 (05-042)	중앙시장	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 수정구 태평1동	스마트도시과	031-729-8522	37.44145	127.1314	2022-10-30
168	버스정류장 (05-121)	남한산성입구역.법원검찰청	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 단대동	스마트도시과	031-729-8522	37.451217	127.1594	2022-10-30
169	버스정류장 (05-043)	태평3동행정복지센터.태평초교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 수정구 태평3동	스마트도시과	031-729-8522	37.445583	127.132233	2022-10-30
170	버스정류장 (05-123)	남한산성입구역.법원검찰청 (그린쉼터)	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 단대동	스마트도시과	031-729-8522	37.452933	127.160167	2022-10-30
171	버스정류장 (05-046)	중앙시장	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 태평3동	스마트도시과	031-729-8522	37.441733	127.134033	2022-10-30
172	버스정류장 (05-168)	성남우체국(마을)	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 수정구 신흥3동	스마트도시과	031-729-8522	37.4423	127.150783	2022-10-30
173	버스정류장 (05-144)	태평3동행정복지센터	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2015-05		경기도 성남시 수정구 태평3동	스마트도시과	031-729-8522	37.445683	127.1331	2022-10-30
174	버스정류장 (05-219)	신흥역4번출구(마을)	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 수정구 신흥3동	스마트도시과	031-729-8522	37.441417	127.148	2022-10-30
175	버스정류장 (05-150)	성남수정경찰서앞	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2018-05		경기도 성남시 수정구 태평1동	스마트도시과	031-729-8522	37.440667	127.1273	2022-10-30
176	버스정류장 (05-241)	신흥역.종합시장	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2021-10		경기도 성남시 수정구 신흥3동	스마트도시과	031-729-8522	37.440733	127.14615	2022-10-30
177	버스정류장 (05-338)	신흥역.성남청년지원센터	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 수정구 신흥3동	스마트도시과	031-729-8522	37.440933	127.14665	2022-10-30
178	버스정류장 (05-171)	성남수정새마을금고.한국사회적기업진흥원(마을)	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2022-05		경기도 성남시 수정구 태평2동	스마트도시과	031-729-8522	37.4428	127.137683	2022-10-30
179	버스정류장 (05-174)	위례더힐남문.위례푸른초등학교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 수정구 위례동	스마트도시과	031-729-8522	37.469733	127.1523	2022-10-30
180	버스정류장 (05-175)	태평초등학교	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 수정구 태평3동	스마트도시과	031-729-8522	37.445217	127.131533	2022-10-30
181	버스정류장 (05-176)	위례동행정복지센터.위례아트리버푸르지오	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2019-03		경기도 성남시 수정구 위례동	스마트도시과	031-729-8522	37.470817	127.142283	2022-10-30
182	버스정류장 (05-180)	국방전직교육원.밀리토피아시티	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 수정구 위례동	스마트도시과	031-729-8522	37.467383	127.144	2022-10-30
183	버스정류장 (05-183)	송현초등학교.판교이지더원2단지	경기도	성남시	교통시설	성남시청	G_PublicWiFi@SeongNam	2020-05		경기도 성남시 분당구 삼평동	스마트도시과	031-729-8522	37.405183	127.117783	2022-10-30
